full_date,date,weekday,time,mood,activities,note_title,note
2022-01-26,Jan 26,Wednesday,9:50 PM,okay,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Religious Meditation | mouth guard | tv show,"","Mass/lunch with Gabby Sebastian and Marco | AirPods weren’t working right frustrated at gym | one of coldest days of year | fist day of Horror class"
2022-01-25,Jan 25,Tuesday,11:17 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | biking | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | gaming | tv show,"","200 bpm heart rate | library with Jon Gabriella and Matt | Ian’s pizza with friends  | cute girl in Data Science class | dinner at Schroeder then waited for Gabby and went to commons | mass sat with musicians"
2022-01-24,Jan 24,Monday,9:11 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 2 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Spiritual Direction | Clean Mind at night | Rosary | mouth guard | gaming | tv show,"","Breakfast with friends | talked to Sara for first time since last year | Fitbit challenge started | Discrete super interesting | grilled cheese lunch with Sebastian | spiritual direction with Steve | Madden sucks | annex with friends | finished daredevil"
2022-01-23,Jan 23,Sunday,9:32 PM,good,friends | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | Watched Sports,"","Father Duns presided over mass | basketball game with main friend group and Sophie’s | hype game Marquette won should be ranked | Sobelmen’s after | insane football games | super emotional and hyper for chiefs game; game of the year"
2022-01-22,Jan 22,Saturday,11:30 PM,okay,friends | Ventura | Milwuakee | Screen Time 8 Hours | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Reflection | mouth guard | tv show | Watched Sports,"","Airplane | theology texting with Sophie | good seeing all my friends again | nervous seeing Sophie in dining hall | Packers lost playoff game "
2022-01-21,Jan 21,Friday,9:02 PM,Solid,family | friends | Ventura | Personal Project | < 15 mins on Instagram | Screen Time 3 Hours | lotion | chest / core | gym | Pickle Ball | no sugary treats | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | tv show,"","Halo with Jude | picked up check at gym and Subway | texting Sophie a lot today 🤨 | King of the court in Pickleball"
2022-01-20,Jan 20,Thursday,8:07 PM,okay,friends | Ventura | Personal Project | < 15 mins on Instagram | Screen Time 4 Hours | lotion | biking | chest / core | gym | no sugary treats | prayer | Clean Mind at night | Conversation with God | mouth guard | reading | gaming | tv show,"","Finished meta physics hw | texted Sophie and it made me realize I still haven’t let go | hypotheticals are killing me | tell me that it’s over | vc with Cameron and Jude | Duns talk at Haggerty | Daredevil super dark and emotional "
2022-01-19,Jan 19,Wednesday,7:50 PM,okay,movie | Ventura | Personal Project | < 15 mins on Instagram | Screen Time 5 Hours | lotion | chest / core | gym | no sugary treats | prayer | Confession | Clean Mind at night | Conversation with God | mouth guard | reading | gaming | tv show,"","Walk on the beach | got Last Fm project up and running | hiccups | Spiderman movie | confession "
2022-01-18,Jan 18,Tuesday,7:39 PM,okay,family | Ventura | Personal Project | < 15 mins on Instagram | Screen Time 3 Hours | lotion | biking | chest / core | gym | prayer | Clean Mind at night | Rosary | mouth guard | gaming | tv show,"","Good bike workout | drove Mom to surgery | got good work done on Last fm project | super frustrated in Madden | too tired to have any social interactions "
2022-01-17,Jan 17,Monday,11:03 PM,Solid,friends | Ventura | < 15 mins on Instagram | Screen Time 3 Hours | lotion | chest / core | gym | Pickle Ball | no sugary treats | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | Watched Sports,"","Mass at Camarillo | pickleball until knee hurt | Halo with the boys | stressed about Ram game | Ram game with Cameron parked at Target | other people wearing Packer jerseys | Chipotle "
2022-01-16,Jan 16,Sunday,8:58 PM,okay,family | movie | Ventura | < 15 mins on Instagram | Screen Time 8 Hours | lotion | church | prayer | Clean Mind at night | Conversation with God | mouth guard | Watched Sports,"","Hard time focusing during mass | watched football all day | took a prayer walk | watched limitless sunshine; very interesting movie"
2022-01-15,Jan 15,Saturday,9:10 PM,Solid,family | friends | Ventura | Screen Time 4 Hours | lotion | chest / core | gym | Pickle Ball | mountain dew | prayer | Lexio Davina | mouth guard | Watched Sports,"","Getting better at pickleball almost went undefeated | had a heat check in one game | watched football with Cameron over | new Fitbit "
2022-01-14,Jan 14,Friday,9:17 PM,Solid,family | Ventura | Screen Time 5 Hours | lotion | chest / core | Pickle Ball | no sugary treats | prayer | Religious Meditation | mouth guard | tv show,"","Pickleball with Aunt Jen | long drive back home | pickleball class with Dad wind picked up | waving people passing while driving "
2022-01-13,Jan 13,Thursday,9:41 PM,okay,family | movie | Ventura | < 15 mins on Instagram | Screen Time 4 Hours | lotion | biking | chest / core | gym | no sugary treats | prayer | Clean Mind at night | Lexio Davina | mouth guard | tv show,"","Knees hurt | allergy pill causing me to be light headed | difficult drive to Aunt Jens | talked and walked with Aunt Jen | saw Kurt Warner movie | miss Sophie "
2022-01-12,Jan 12,Wednesday,10:25 PM,okay,work | friends | Ventura | < 15 mins on Instagram | Screen Time 4 Hours | lotion | chest / core | gym | no sugary treats | prayer | Clean Mind at night | Memorized Prayer | mouth guard | reading | gaming | tv show,"","Started on metaphysics reading | bought Rams tickets | worked night shift | Halo with Jon Sebastian & Marco"
2022-01-11,Jan 11,Tuesday,9:32 PM,okay,friends | # | Ventura | Personal Project | Screen Time 5 Hours | lotion | biking | chest / core | gym | no sugary treats | prayer | Conversation with God | mouth guard | reading | gaming | tv show,"","Angry and frustrated at coding | booster shot | super tired so I took a nap | been eating a lot | hunger and tiredness come from working out more | reading 2nd Vatican at Pettit park | Halo with Sebastian super fun | almost got Rams tickets | Night Riots"
2022-01-10,Jan 10,Monday,8:48 PM,okay,Ventura | Personal Project | < 15 mins on Instagram | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | prayer | Church group | Lexio Davina | mouth guard | tv show,"","Bible study | McDonalds | revamping Last Fm report project | got frustrated and angry very easily today | dentist to fix fillings | Daredevil"
2022-01-09,Jan 9,Sunday,9:34 PM,okay,family | Ventura | < 15 mins on Instagram | Screen Time 6 Hours | lotion | no sugary treats | church | prayer | Lexio Davina | mouth guard | reading | tv show | Watched Sports,"","Mass with Dad | football downstairs | shopping with Mom almost passed out in store | Chargers Raiders most suspenseful game ever but salty at ending"
2022-01-08,Jan 8,Saturday,8:29 PM,Solid,family | Ventura | Screen Time 2 Hours | lotion | chest / core | gym | Pickle Ball | mountain dew | prayer | Lexio Davina | reading | Watched Sports,"","Pickle ball with Dad | beat Dad a lot of games in a row then got tired and lost | watched football with Dad | started prayer journal and Vatican 2 book | wet food Saturday | had a wave of really missing Sophie "
2022-01-07,Jan 7,Friday,9:06 PM,Solid,family | friends | Ventura | Screen Time 5 Hours | lotion | chest / core | gym | Pickle Ball | no sugary treats | prayer | Spiritual Direction | retreat | Memorized Prayer | gaming | tv show,"","Super hyper in morning | internship is paying for housing | final spiritual direction with John | Dota sucks | Spotify made me hurt about Sophie | pickle ball with Dad | round Robin | I’ve got a lot of good things going on"
2022-01-06,Jan 6,Thursday,7:47 PM,okay,Ventura | volunteer | < 15 mins on Instagram | Screen Time 6 Hours | lotion | biking | chest / core | gym | no sugary treats | prayer | Spiritual Direction | retreat | Lexio Davina | gaming | tv show,"","Morning reflection about pain | super bored watched a lot of YouTube including wholesome videos | Dota Smurf | good Spiritual direction | so tired I can’t function "
2022-01-05,Jan 5,Wednesday,10:06 PM,Solid,friends | Ventura | < 15 mins on Instagram | Screen Time 5 Hours | lotion | chest / core | gym | no sugary treats | prayer | Spiritual Direction | retreat | Conversation with God | gaming | tv show,"","Got the internship with North Western 🥳 | texted Gabriella | 40 minute beach walk with God | In-n-out | school being pushed back a week :( | text from Sophie | it still hurts to talk to her :| | spiritual life seems to be doing well | Bible study in TO | interested about Vatican 2"
2022-01-04,Jan 4,Tuesday,8:23 PM,Solid,Ventura | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | prayer | Spiritual Direction | retreat | Lexio Davina | gaming | tv show,"","Retreat Ignatius story | threw up a little after gym | got cavity filled in | smoothie from Robecks | Costco gas | singing music from 2021 song library really fun | long spiritual direction convo about prayer tips | really long for a special someone "
2022-01-03,Jan 3,Monday,8:56 PM,okay,family | friends | Ventura | Screen Time 3 Hours | lotion | chest / core | no sugary treats | Partial Dew | prayer | retreat | Scripture | Conversation with God | gaming | tv show,"","Dentist I have cavities | going to consume less sugar | opening retreat session | Jude has a date with half Japanese girl | losing Dota with Jude "
2022-01-02,Jan 2,Sunday,8:51 PM,meh,friends | Ventura | < 15 mins on Instagram | Screen Time 8 Hours | church | prayer | Scripture | tv show | Watched Sports,"","Runny nose at mass | fantasy playoffs went terrible | vc with Huy for a little | super tired | feel empty and no meaning | after prayer I think I should be more hopeful"
2022-01-01,Jan 1,Saturday,8:16 PM,okay,family | # | Ventura | < 15 mins on Instagram | Screen Time 4 Hours | chest / core | mountain dew | prayer | Conversation with God | tv show,"","Can go downstairs and get out of house now | Yearly music recap | walk with family | felt stressed and felt like crawling into my shell | Major Melon | walk at the beach | temptations becoming stronger | #1 one of strongest temptation ever"
2021-12-31,Dec 31,Friday,8:00 PM,Solid,friends | Ventura | Screen Time 3 Hours | chest / core | prayer | Scripture | gaming | tv show,"","Couldn’t get tested | bored | wipeout show + compilations  with Jude and Cameron | jackbox and code names with the boys | read every Daylio entry for year"
2021-12-30,Dec 30,Thursday,8:35 PM,okay,friends | Ventura | < 15 mins on Instagram | Screen Time 4 Hours | chest / core | prayer | Spiritual Direction | Religious Meditation | reading | gaming | tv show,"","Laid in bed for a while day dreaming | spiritual direction with John | felt empty today | battle of temptations with # but Im winning | looked at love texts and played mobile games "
2021-12-29,Dec 29,Wednesday,10:20 PM,okay,friends | Ventura | Personal Project | < 15 mins on Instagram | Screen Time < 1.5 hours | chest / core | prayer | Scripture | gaming | tv show,"","Another useless day | walked outside | Dota | Boba Fett show | looked at love text Instagram around "
